long,lat,variety,seeding_rate,seed_spacing,speed
-91.8497386,40.37637885,DKC63-33RIB,37.2971,5.606,4.73
-91.8497381,40.37639785,DKC63-33RIB,37.3411,5.5994,4.74
-91.8497379,40.37641685,DKC63-33RIB,37.5612,5.5666,4.74
-91.8497377,40.37643585,DKC63-33RIB,37.8802,5.5197,4.74
-91.8497372,40.37645485,DKC63-33RIB,37.9222,5.5136,4.74
-91.849737,40.37647385,DKC63-33RIB,37.7942,5.5323,4.73
-91.8497365,40.37649285,DKC63-33RIB,37.7422,5.5399,4.73
-91.8497362,40.37651185,DKC63-33RIB,37.7182,5.5435,4.73
-91.849736,40.37653095,DKC63-33RIB,37.6652,5.5513,4.74
-91.8497356,40.37654995,DKC63-33RIB,37.6982,5.5464,4.74
-91.8497354,40.37656885,DKC63-33RIB,37.7782,5.5346,4.73
-91.8497352,40.37658795,DKC63-33RIB,37.7012,5.546,4.73
-91.8497347,40.37660685,DKC63-33RIB,37.6882,5.5479,4.73
-91.8497343,40.37662595,DKC63-33RIB,37.7062,5.5452,4.73
-91.8497342,40.37664495,DKC63-33RIB,37.7172,5.5436,4.73
-91.8497338,40.37666395,DKC63-33RIB,37.7382,5.5405,4.74
-91.8497335,40.37668305,DKC63-33RIB,37.6992,5.5462,4.74
-91.8497333,40.37670195,DKC63-33RIB,37.6772,5.5495,4.73
-91.8497328,40.37672105,DKC63-33RIB,37.7262,5.5423,4.74
-91.8497329,40.37673995,DKC63-33RIB,37.7232,5.5427,4.73
-91.8497324,40.37675885,DKC63-33RIB,37.7042,5.5455,4.73
-91.8497321,40.37677785,DKC63-33RIB,37.7302,5.5417,4.72
-91.8497319,40.37679695,DKC63-33RIB,37.7082,5.5449,4.73
-91.8497316,40.37681595,DKC63-33RIB,37.6972,5.5465,4.73
-91.8497313,40.37683495,DKC63-33RIB,37.6892,5.5477,4.73
-91.849731,40.37685405,DKC63-33RIB,37.7062,5.5452,4.74
-91.8497306,40.37687315,DKC63-33RIB,37.7072,5.5451,4.75
-91.8497304,40.37689215,DKC63-33RIB,37.6822,5.5488,4.75
-91.84973,40.37691115,DKC63-33RIB,37.7062,5.5452,4.75
-91.8497296,40.37693005,DKC63-33RIB,37.7302,5.5417,4.72
-91.8497299,40.37694935,DKC63-33RIB,37.7242,5.5426,4.75
-91.8497294,40.37696835,DKC63-33RIB,37.6892,5.5477,4.75
-91.849729,40.37698745,DKC63-33RIB,37.7652,5.5366,4.77
-91.8497288,40.37700655,DKC63-33RIB,37.7592,5.5374,4.75
-91.8497282,40.37702575,DKC63-33RIB,37.7482,5.539,4.76
-91.8497281,40.37704485,DKC63-33RIB,37.7222,5.5429,4.76
-91.8497281,40.37706385,DKC63-33RIB,37.5882,5.5626,4.76
-91.8497275,40.37708295,DKC63-33RIB,37.8232,5.5281,4.75
-91.8497273,40.37710195,DKC63-33RIB,37.4821,5.5784,4.75
-91.8497269,40.37712105,DKC63-33RIB,37.3441,5.599,4.74
-91.8497269,40.37713995,DKC63-33RIB,37.2731,5.6096,4.74
-91.8497263,40.37715895,DKC63-33RIB,37.4021,5.5903,4.73
-91.8497261,40.37717805,DKC63-33RIB,37.3531,5.5976,4.73
-91.8497256,40.37719705,DKC63-33RIB,37.4301,5.5861,4.73
-91.8497254,40.37721595,DKC63-33RIB,37.3861,5.5927,4.73
-91.849725,40.37723495,DKC63-33RIB,37.2291,5.6163,4.73
-91.8497249,40.37725405,DKC63-33RIB,37.2881,5.6074,4.74
-91.8497245,40.37727295,DKC63-33RIB,37.2771,5.609,4.73
-91.8497241,40.37729185,DKC63-33RIB,37.2891,5.6072,4.73
-91.8497242,40.37731095,DKC63-33RIB,37.2891,5.6072,4.72
-91.8497238,40.37732995,DKC63-33RIB,37.2331,5.6157,4.73
-91.8497231,40.37734905,DKC63-33RIB,37.2211,5.6175,4.74
-91.849723,40.37736805,DKC63-33RIB,37.2121,5.6188,4.74
-91.8497229,40.37738705,DKC63-33RIB,37.2131,5.6187,4.74
-91.8497227,40.37740615,DKC63-33RIB,37.2411,5.6145,4.74
-91.8497225,40.37742505,DKC63-33RIB,37.2151,5.6184,4.74
-91.8497218,40.37744405,DKC63-33RIB,37.2161,5.6182,4.73
-91.8497214,40.37746305,DKC63-33RIB,37.2221,5.6173,4.73
-91.8497214,40.37748215,DKC63-33RIB,37.3591,5.5967,4.74
-91.8497212,40.37750125,DKC63-33RIB,37.5672,5.5657,4.74
-91.8497208,40.37752025,DKC63-33RIB,37.8002,5.5314,4.75
-91.8497204,40.37753945,DKC63-33RIB,37.6822,5.5488,4.75
-91.8497204,40.37755855,DKC63-33RIB,37.8072,5.5304,4.76
-91.8497202,40.37757765,DKC63-33RIB,37.7192,5.5433,4.76
-91.8497199,40.37759675,DKC63-33RIB,37.7242,5.5426,4.75
-91.8497195,40.37761595,DKC63-33RIB,38.0882,5.4896,4.76
-91.8497194,40.37763505,DKC63-33RIB,38.4202,5.4422,4.77
-91.8497185,40.37765415,DKC63-33RIB,38.2802,5.4621,4.77
-91.8497186,40.37767335,DKC63-33RIB,38.2172,5.4711,4.77
-91.849718,40.37769265,DKC63-33RIB,38.3882,5.4467,4.78
-91.8497179,40.37771175,DKC63-33RIB,38.3122,5.4575,4.78
-91.8497177,40.37773085,DKC63-33RIB,38.3072,5.4582,4.77
-91.8497171,40.37775005,DKC63-33RIB,38.3092,5.4579,4.77
-91.8497169,40.37776925,DKC63-33RIB,38.3422,5.4532,4.77
-91.8497166,40.37778835,DKC63-33RIB,38.3132,5.4574,4.77
-91.8497164,40.37780755,DKC63-33RIB,38.3042,5.4586,4.76
-91.8497161,40.37782665,DKC63-33RIB,38.2762,5.4626,4.77
-91.849716,40.37784585,DKC63-33RIB,38.2922,5.4604,4.77
-91.8497154,40.37786505,DKC63-33RIB,38.2672,5.4639,4.78
-91.8497151,40.37788415,DKC63-33RIB,38.2612,5.4648,4.76
-91.849715,40.37790325,DKC63-33RIB,38.2862,5.4612,4.77
-91.8497147,40.37792255,DKC63-33RIB,38.2662,5.4641,4.77
-91.8497141,40.37794165,DKC63-33RIB,38.2232,5.4702,4.77
-91.8497135,40.37796055,DKC63-33RIB,38.2662,5.4641,4.76
-91.8497136,40.37797985,DKC63-33RIB,38.2762,5.4626,4.77
-91.8497135,40.37799895,DKC63-33RIB,38.2632,5.4645,4.76
-91.8497134,40.37801795,DKC63-33RIB,38.2562,5.4655,4.77
-91.8497129,40.37803715,DKC63-33RIB,38.2742,5.4629,4.75
-91.8497125,40.37805615,DKC63-33RIB,38.2882,5.4609,4.75
-91.8497123,40.37807525,DKC63-33RIB,38.2512,5.4662,4.76
-91.849712,40.37809435,DKC63-33RIB,38.2492,5.4665,4.76
-91.8497119,40.37811355,DKC63-33RIB,38.2522,5.4661,4.77
-91.8497116,40.37813275,DKC63-33RIB,38.2712,5.4634,4.76
-91.8497109,40.37815175,DKC63-33RIB,38.2502,5.4664,4.76
-91.8497106,40.37817085,DKC63-33RIB,38.2532,5.4659,4.76
-91.8497106,40.37818995,DKC63-33RIB,38.2652,5.4642,4.76
-91.8497104,40.37820895,DKC63-33RIB,38.2792,5.4622,4.75
-91.8497098,40.37822815,DKC63-33RIB,38.2802,5.4621,4.75
-91.8497096,40.37824725,DKC63-33RIB,38.3072,5.4582,4.75
-91.8497095,40.37826635,DKC63-33RIB,38.3042,5.4586,4.76
-91.8497091,40.37828535,DKC63-33RIB,38.3502,5.4521,4.75
-91.8497089,40.37830445,DKC63-33RIB,37.9052,5.5161,4.75
-91.8497085,40.37832355,DKC63-33RIB,37.3031,5.6051,4.75
-91.8497084,40.37834255,DKC63-33RIB,37.3101,5.6041,4.75
-91.8497079,40.37836165,DKC63-33RIB,37.3621,5.5963,4.75
-91.8497078,40.37838065,DKC63-33RIB,37.4131,5.5886,4.74
-91.8497073,40.37839975,DKC63-33RIB,37.3561,5.5972,4.75
-91.849707,40.37841875,DKC63-33RIB,37.3281,5.6014,4.75
-91.8497068,40.37843795,DKC63-33RIB,37.3161,5.6032,4.75
-91.8497068,40.37845695,DKC63-33RIB,37.3281,5.6014,4.75
-91.8497064,40.37847605,DKC63-33RIB,37.3231,5.6021,4.75
-91.8497061,40.37849505,DKC63-33RIB,37.3251,5.6018,4.75
-91.8497057,40.37851415,DKC63-33RIB,37.3441,5.599,4.74
-91.8497054,40.37853315,DKC63-33RIB,37.3731,5.5946,4.74
-91.8497051,40.37855225,DKC63-33RIB,37.3641,5.596,4.75
-91.849705,40.37857135,DKC63-33RIB,37.3661,5.5957,4.75
-91.8497043,40.37859035,DKC63-33RIB,37.3021,5.6053,4.75
-91.8497039,40.37860945,DKC63-33RIB,37.3181,5.6029,4.75
-91.8497037,40.37862845,DKC63-33RIB,37.3371,5.6,4.74
-91.8497034,40.37864745,DKC63-33RIB,37.3331,5.6006,4.74
-91.8497036,40.37866645,DKC63-33RIB,37.3441,5.599,4.73
-91.8497029,40.37868555,DKC63-33RIB,37.3311,5.6009,4.74
-91.8497025,40.37870445,DKC63-33RIB,37.3231,5.6021,4.74
-91.8497022,40.37872345,DKC63-33RIB,37.3191,5.6027,4.73
-91.8497018,40.37874245,DKC63-33RIB,37.3371,5.6,4.73
-91.8497016,40.37876155,DKC63-33RIB,37.3091,5.6042,4.73
-91.8497013,40.37878055,DKC63-33RIB,37.3061,5.6047,4.74
-91.8497008,40.37879955,DKC63-33RIB,37.2381,5.6149,4.74
-91.8497006,40.37881865,DKC63-33RIB,37.3091,5.6042,4.74
-91.8497005,40.37883775,DKC63-33RIB,37.3101,5.6041,4.75
-91.8497001,40.37885675,DKC63-33RIB,37.2821,5.6083,4.75
-91.8496999,40.37887585,DKC63-33RIB,37.2691,5.6102,4.75
-91.8496995,40.37889495,DKC63-33RIB,37.2591,5.6117,4.75
-91.8496995,40.37891395,DKC63-33RIB,37.2631,5.6111,4.75
-91.8496992,40.37893305,DKC63-33RIB,37.2361,5.6152,4.74
-91.8496989,40.37895215,DKC63-33RIB,37.2561,5.6122,4.75
-91.8496988,40.37897125,DKC63-33RIB,37.2401,5.6146,4.75
-91.8496986,40.37899025,DKC63-33RIB,37.2981,5.6059,4.75
-91.849698,40.37900935,DKC63-33RIB,37.2991,5.6057,4.74
-91.8496977,40.37902835,DKC63-33RIB,37.2521,5.6128,4.75
-91.8496972,40.37904745,DKC63-33RIB,37.2281,5.6164,4.75
-91.849697,40.37906655,DKC63-33RIB,37.2241,5.617,4.74
-91.8496969,40.37908555,DKC63-33RIB,37.2321,5.6158,4.74
-91.8496965,40.37910465,DKC63-33RIB,37.2491,5.6133,4.75
-91.8496962,40.37912365,DKC63-33RIB,37.2331,5.6157,4.75
-91.8496958,40.37914265,DKC63-33RIB,37.2251,5.6169,4.74
-91.8496955,40.37916165,DKC63-33RIB,37.2601,5.6116,4.73
-91.8496952,40.37918085,DKC63-33RIB,37.2481,5.6134,4.74
-91.8496952,40.37919775,DKC63-33RIB,37.3141,5.6035,4.65
-91.8496946,40.37920895,DKC63-33RIB,37.3141,5.6035,2.74
-91.8482928,40.37624465,DKC63-33RIB,0,0,1.74
-91.8482965,40.37608635,DKC63-33RIB,0,0,2.06
-91.8482966,40.37609875,DKC63-33RIB,0,0,2.82
-91.8482964,40.37611315,DKC63-33RIB,0,0,3.49
-91.8482956,40.37612855,DKC63-33RIB,0,0,3.67
-91.8482951,40.37614405,DKC63-33RIB,34.3161,6.093,3.76
-91.8482947,40.37615985,DKC63-33RIB,34.7831,6.0112,3.87
-91.848294,40.37617585,DKC63-33RIB,35.3971,5.9069,3.92
-91.8482937,40.37619155,DKC63-33RIB,35.8231,5.8367,3.94
-91.8482936,40.37620745,DKC63-33RIB,36.0171,5.8053,3.95
-91.8482931,40.37622335,DKC63-33RIB,36.1481,5.7842,3.94
-91.8482929,40.37624145,DKC63-33RIB,35.8571,5.8312,4.08
-91.8482923,40.37626095,DKC63-33RIB,35.0031,5.9734,4.77
-91.8482923,40.37627975,DKC63-33RIB,34.9651,5.9799,4.63
-91.8482918,40.37629875,DKC63-33RIB,35.1721,5.9447,4.77
-91.8482916,40.37631785,DKC63-33RIB,35.4261,5.9021,4.72
-91.8482914,40.37633675,DKC63-33RIB,35.5671,5.8787,4.74
-91.848291,40.37635575,DKC63-33RIB,35.6741,5.8611,4.73
-91.8482909,40.37637465,DKC63-33RIB,35.8261,5.8362,4.72
-91.8482905,40.37639365,DKC63-33RIB,35.9571,5.8149,4.72
-91.84829,40.37641255,DKC63-33RIB,36.0461,5.8006,4.72
-91.8482899,40.37643145,DKC63-33RIB,36.1221,5.7884,4.71
-91.8482897,40.37645035,DKC63-33RIB,36.1961,5.7765,4.71
-91.8482893,40.37646935,DKC63-33RIB,36.2601,5.7664,4.71
-91.848289,40.37648845,DKC63-33RIB,36.3051,5.7592,4.73
-91.8482886,40.37650785,DKC63-33RIB,36.3151,5.7576,4.76
-91.8482885,40.37652795,DKC63-33RIB,36.2461,5.7686,4.85
-91.8482882,40.37654755,DKC63-33RIB,36.3161,5.7575,4.9
-91.8482878,40.37656745,DKC63-33RIB,36.4171,5.7415,4.94
-91.8482876,40.37658715,DKC63-33RIB,36.4141,5.742,4.92
-91.8482872,40.37660695,DKC63-33RIB,36.4391,5.738,4.92
-91.8482872,40.37662665,DKC63-33RIB,37.4401,5.5846,4.92
-91.8482866,40.37664645,DKC63-33RIB,37.7572,5.5377,4.92
-91.8482864,40.37666625,DKC63-33RIB,38.0112,5.5007,4.93
-91.848286,40.37668605,DKC63-33RIB,38.0292,5.4981,4.93
-91.8482857,40.37670595,DKC63-33RIB,38.1012,5.4877,4.94
-91.8482855,40.37672575,DKC63-33RIB,38.1012,5.4877,4.94
-91.8482851,40.37674555,DKC63-33RIB,38.1742,5.4772,4.94
-91.8482848,40.37676935,DKC63-33RIB,38.2482,5.4666,4.93
-91.8482845,40.37678915,DKC63-33RIB,38.2072,5.4725,4.93
-91.8482839,40.37680895,DKC63-33RIB,38.2342,5.4686,4.93
-91.8482838,40.37682885,DKC63-33RIB,38.2572,5.4654,4.94
-91.8482836,40.37684865,DKC63-33RIB,38.2562,5.4655,4.94
-91.8482831,40.37686845,DKC63-33RIB,38.2222,5.4704,4.94
-91.8482828,40.37688825,DKC63-33RIB,38.2862,5.4612,4.93
-91.8482825,40.37690815,DKC63-33RIB,38.2522,5.4661,4.94
-91.8482822,40.37692805,DKC63-33RIB,38.2672,5.4639,4.95
-91.8482819,40.37694785,DKC63-33RIB,38.2672,5.4639,4.95
-91.8482816,40.37696775,DKC63-33RIB,38.2502,5.4664,4.95
-91.8482814,40.37698755,DKC63-33RIB,38.2622,5.4646,4.95
-91.8482811,40.37700755,DKC63-33RIB,38.2452,5.4671,4.95
-91.8482808,40.37702735,DKC63-33RIB,38.2272,5.4696,4.95
-91.8482805,40.37704735,DKC63-33RIB,38.2572,5.4654,4.96
-91.8482801,40.37706735,DKC63-33RIB,38.2682,5.4638,4.96
-91.8482799,40.37708715,DKC63-33RIB,38.2722,5.4632,4.96
-91.8482797,40.37710705,DKC63-33RIB,38.2722,5.4632,4.96
-91.848279,40.37712705,DKC63-33RIB,38.2892,5.4608,4.95
-91.8482788,40.37714685,DKC63-33RIB,38.2892,5.4608,4.96
-91.8482786,40.37716665,DKC63-33RIB,38.2802,5.4621,4.95
-91.848278,40.37718645,DKC63-33RIB,38.2732,5.4631,4.94
-91.8482782,40.37720645,DKC63-33RIB,38.2722,5.4632,4.95
-91.8482777,40.37722625,DKC63-33RIB,38.2362,5.4684,4.95
-91.8482773,40.37724615,DKC63-33RIB,38.2812,5.4619,4.95
-91.8482768,40.37726615,DKC63-33RIB,38.2292,5.4694,4.96
-91.8482768,40.37728605,DKC63-33RIB,38.2532,5.4659,4.96
-91.8482767,40.37730605,DKC63-33RIB,38.2292,5.4694,4.96
-91.848276,40.37732595,DKC63-33RIB,38.2152,5.4714,4.96
-91.8482757,40.37734575,DKC63-33RIB,38.2202,5.4706,4.96
-91.8482757,40.37736575,DKC63-33RIB,38.2112,5.4719,4.96
-91.8482754,40.37738555,DKC63-33RIB,38.2722,5.4632,4.94
-91.8482754,40.37740545,DKC63-33RIB,38.2782,5.4624,4.95
-91.8482748,40.37742525,DKC63-33RIB,38.2672,5.4639,4.94
-91.8482744,40.37744515,DKC63-33RIB,38.2762,5.4626,4.95
-91.8482741,40.37746505,DKC63-33RIB,38.2112,5.4719,4.95
-91.848274,40.37748495,DKC63-33RIB,37.6392,5.5551,4.95
-91.8482737,40.37750475,DKC63-33RIB,37.1091,5.6344,4.95
-91.8482731,40.37752455,DKC63-33RIB,37.1861,5.6228,4.95
-91.8482728,40.37754445,DKC63-33RIB,37.2701,5.6101,4.94
-91.8482725,40.37756415,DKC63-33RIB,37.2061,5.6197,4.94
-91.8482722,40.37758395,DKC63-33RIB,37.3501,5.5981,4.93
-91.8482719,40.37760375,DKC63-33RIB,37.2861,5.6077,4.93
-91.8482715,40.37762365,DKC63-33RIB,37.3681,5.5954,4.94
-91.8482711,40.37764345,DKC63-33RIB,37.3241,5.602,4.94
-91.848271,40.37766325,DKC63-33RIB,37.3491,5.5982,4.94
-91.8482707,40.37768325,DKC63-33RIB,37.2851,5.6078,4.94
-91.8482701,40.37770305,DKC63-33RIB,37.3361,5.6002,4.95
-91.84827,40.37772285,DKC63-33RIB,37.2811,5.6084,4.94
-91.8482694,40.37774275,DKC63-33RIB,37.3311,5.6009,4.94
-91.8482696,40.37776255,DKC63-33RIB,37.2811,5.6084,4.94
-91.8482694,40.37778255,DKC63-33RIB,37.2851,5.6078,4.95
-91.8482686,40.37780235,DKC63-33RIB,37.2481,5.6134,4.95
-91.8482685,40.37782225,DKC63-33RIB,37.2701,5.6101,4.95
-91.8482684,40.37784225,DKC63-33RIB,37.2551,5.6123,4.96
-91.8482682,40.37786205,DKC63-33RIB,37.2691,5.6102,4.95
-91.8482678,40.37788195,DKC63-33RIB,37.2371,5.6151,4.96
-91.8482674,40.37790195,DKC63-33RIB,37.2501,5.6131,4.96
-91.8482671,40.37792165,DKC63-33RIB,37.2681,5.6104,4.96
-91.8482674,40.37794055,DKC63-33RIB,37.3111,5.6039,4.88
-91.8482668,40.37795975,DKC63-33RIB,37.4201,5.5876,4.81
-91.8482661,40.37797885,DKC63-33RIB,37.4021,5.5903,4.75
-91.8482659,40.37799795,DKC63-33RIB,37.4381,5.5849,4.75
-91.8482656,40.37801695,DKC63-33RIB,37.3841,5.593,4.76
-91.8482657,40.37803625,DKC63-33RIB,37.4311,5.586,4.76
-91.848265,40.37805165,DKC63-33RIB,37.3941,5.5915,4.78
-91.8482649,40.37807055,DKC63-33RIB,37.4241,5.587,4.75
-91.8482646,40.37808965,DKC63-33RIB,37.4201,5.5876,4.76
-91.848264,40.37810875,DKC63-33RIB,37.4161,5.5882,4.75
-91.8482638,40.37812785,DKC63-33RIB,37.3971,5.591,4.76
-91.8482637,40.37814705,DKC63-33RIB,37.4251,5.5869,4.76
-91.8482633,40.37816605,DKC63-33RIB,37.4171,5.588,4.76
-91.8482631,40.37818515,DKC63-33RIB,37.4671,5.5806,4.76
-91.8482628,40.37820425,DKC63-33RIB,37.4461,5.5837,4.75
-91.8482624,40.37822315,DKC63-33RIB,37.4671,5.5806,4.74
-91.8482622,40.37824225,DKC63-33RIB,37.4871,5.5776,4.74
-91.8482618,40.37826115,DKC63-33RIB,37.5162,5.5733,4.73
-91.8482616,40.37828005,DKC63-33RIB,37.5322,5.5709,4.72
-91.8482613,40.37829915,DKC63-33RIB,37.5012,5.5755,4.73
-91.8482609,40.37831825,DKC63-33RIB,37.4971,5.5761,4.73
-91.8482605,40.37833715,DKC63-33RIB,37.4261,5.5867,4.74
-91.8482605,40.37835625,DKC63-33RIB,37.3211,5.6024,4.73
-91.8482602,40.37837525,DKC63-33RIB,37.2991,5.6057,4.74
-91.8482598,40.37839435,DKC63-33RIB,37.2791,5.6087,4.74
-91.8482592,40.37841335,DKC63-33RIB,37.3141,5.6035,4.74
-91.8482591,40.37843225,DKC63-33RIB,37.2631,5.6111,4.73
-91.848259,40.37845145,DKC63-33RIB,37.2901,5.6071,4.74
-91.8482586,40.37847045,DKC63-33RIB,37.2831,5.6081,4.74
-91.8482583,40.37849325,DKC63-33RIB,37.2761,5.6092,4.75
-91.8482582,40.37851235,DKC63-33RIB,37.2411,5.6145,4.74
-91.848258,40.37853135,DKC63-33RIB,37.2501,5.6131,4.74
-91.8482577,40.37855045,DKC63-33RIB,37.2231,5.6172,4.75
-91.8482572,40.37856955,DKC63-33RIB,37.2201,5.6176,4.75
-91.848257,40.37858855,DKC63-33RIB,37.2081,5.6194,4.75
-91.8482569,40.37860765,DKC63-33RIB,37.2331,5.6157,4.76
-91.8482562,40.37862665,DKC63-33RIB,37.2101,5.6191,4.74
-91.8482562,40.37864565,DKC63-33RIB,37.1511,5.6281,4.74
-91.8482559,40.37866475,DKC63-33RIB,37.1521,5.6279,4.74
-91.8482557,40.37868365,DKC63-33RIB,37.1501,5.6282,4.73
-91.8482552,40.37870275,DKC63-33RIB,37.1471,5.6287,4.74
-91.8482549,40.37871795,DKC63-33RIB,37.1271,5.6317,4.74
-91.8482547,40.37874085,DKC63-33RIB,37.1241,5.6322,4.75
-91.8482544,40.37875995,DKC63-33RIB,37.1351,5.6305,4.75
-91.848254,40.37877895,DKC63-33RIB,37.1561,5.6273,4.75
-91.848254,40.37879795,DKC63-33RIB,37.1791,5.6238,4.74
-91.8482539,40.37881315,DKC63-33RIB,37.1731,5.6247,4.74
-91.8482535,40.37883215,DKC63-33RIB,37.2261,5.6167,4.73
-91.848253,40.37885125,DKC63-33RIB,37.2401,5.6146,4.74
-91.8482527,40.37887035,DKC63-33RIB,37.2261,5.6167,4.75
-91.8482524,40.37888935,DKC63-33RIB,37.1781,5.624,4.74
-91.8482519,40.37890845,DKC63-33RIB,37.2511,5.6129,4.75
-91.8482514,40.37892745,DKC63-33RIB,37.2201,5.6176,4.74
-91.8482512,40.37895035,DKC63-33RIB,37.2541,5.6125,4.74
-91.8482508,40.37896945,DKC63-33RIB,37.2511,5.6129,4.75
-91.8482504,40.37898855,DKC63-33RIB,37.2451,5.6139,4.75
-91.8482502,40.37900755,DKC63-33RIB,37.2321,5.6158,4.75
-91.8482498,40.37902655,DKC63-33RIB,37.2621,5.6113,4.74
-91.8482495,40.37904545,DKC63-33RIB,37.3071,5.6045,4.73
-91.8482493,40.37906455,DKC63-33RIB,37.2991,5.6057,4.74
-91.8482491,40.37908365,DKC63-33RIB,37.2551,5.6123,4.74
-91.8482486,40.37910265,DKC63-33RIB,37.2961,5.6062,4.74
-91.8482488,40.37912075,DKC63-33RIB,37.2791,5.6087,4.71
-91.8482481,40.37913605,DKC63-33RIB,37.5842,5.5632,3.82
-91.8482478,40.37915195,DKC63-33RIB,37.8552,5.5234,3.93
-91.8482476,40.37916775,DKC63-33RIB,37.8262,5.5276,3.91
-91.8482475,40.37918355,DKC63-33RIB,37.8042,5.5308,3.96
-91.8482475,40.37919735,DKC63-33RIB,37.8742,5.5206,3.79
-91.8482473,40.37921165,DKC63-33RIB,37.8742,5.5206,3.66
-91.8481044,40.37918515,DKC63-33RIB,37.8742,5.5206,3.58
-91.8481048,40.37916995,DKC63-33RIB,37.8422,5.5253,3.61
-91.8481048,40.37915205,DKC63-33RIB,37.7242,5.5426,4.06
-91.8481048,40.37913245,DKC63-33RIB,37.2811,5.6084,4.77
-91.8481049,40.37911345,DKC63-33RIB,37.1181,5.6331,4.73
-91.8481053,40.37909435,DKC63-33RIB,37.1981,5.6209,4.77
-91.8481056,40.37907545,DKC63-33RIB,37.2121,5.6188,4.74
-91.8481061,40.37905645,DKC63-33RIB,37.2301,5.6161,4.73
-91.848106,40.37903745,DKC63-33RIB,37.1971,5.6211,4.74
-91.8481061,40.37901825,DKC63-33RIB,37.1871,5.6226,4.74
-91.8481067,40.37899925,DKC63-33RIB,37.1911,5.622,4.74
-91.848107,40.37898025,DKC63-33RIB,37.2091,5.6193,4.74
-91.8481072,40.37896125,DKC63-33RIB,37.1581,5.627,4.74
-91.8481071,40.37894225,DKC63-33RIB,37.1361,5.6303,4.74
-91.8481078,40.37892315,DKC63-33RIB,37.1291,5.6314,4.74
-91.8481081,40.37890415,DKC63-33RIB,37.1361,5.6303,4.74
-91.8481084,40.37888515,DKC63-33RIB,37.1331,5.6308,4.73
-91.8481086,40.37886615,DKC63-33RIB,37.1741,5.6246,4.73
-91.8481087,40.37884715,DKC63-33RIB,37.0351,5.6457,4.74
-91.848109,40.37882805,DKC63-33RIB,36.8961,5.667,4.74
-91.8481095,40.37880895,DKC63-33RIB,36.7701,5.6864,4.75
-91.8481097,40.37878995,DKC63-33RIB,36.5441,5.7215,4.74
-91.8481104,40.37877085,DKC63-33RIB,36.5491,5.7208,4.75
-91.8481105,40.37875175,DKC63-33RIB,36.6611,5.7033,4.75
-91.8481107,40.37873265,DKC63-33RIB,37.0661,5.641,4.76
-91.8481111,40.37871365,DKC63-33RIB,37.2041,5.62,4.75
-91.8481114,40.37869445,DKC63-33RIB,37.1561,5.6273,4.75
-91.8481119,40.37867545,DKC63-33RIB,37.1431,5.6293,4.75
-91.8481122,40.37865635,DKC63-33RIB,37.1311,5.6311,4.75
-91.8481121,40.37863725,DKC63-33RIB,37.1631,5.6262,4.76
-91.8481125,40.37861805,DKC63-33RIB,37.1641,5.6261,4.76
-91.8481128,40.37859895,DKC63-33RIB,37.1791,5.6238,4.76
-91.848113,40.37857985,DKC63-33RIB,37.1671,5.6256,4.76
-91.8481132,40.37856075,DKC63-33RIB,37.1971,5.6211,4.76
-91.8481136,40.37854155,DKC63-33RIB,37.2261,5.6167,4.77
-91.8481137,40.37852255,DKC63-33RIB,37.2361,5.6152,4.75
-91.8481143,40.37850335,DKC63-33RIB,37.2021,5.6203,4.76
-91.8481142,40.37848425,DKC63-33RIB,37.1981,5.6209,4.76
-91.8481147,40.37846525,DKC63-33RIB,37.2121,5.6188,4.76
-91.8481152,40.37844615,DKC63-33RIB,37.2221,5.6173,4.75
-91.8481153,40.37842705,DKC63-33RIB,37.2461,5.6137,4.75
-91.8481158,40.37840805,DKC63-33RIB,37.2521,5.6128,4.75
-91.8481159,40.37838895,DKC63-33RIB,37.2901,5.6071,4.75
-91.8481163,40.37836995,DKC63-33RIB,37.2941,5.6065,4.74
-91.8481164,40.37835075,DKC63-33RIB,37.3091,5.6042,4.75
-91.8481167,40.37833175,DKC63-33RIB,37.3271,5.6015,4.75
-91.848117,40.37831255,DKC63-33RIB,37.3311,5.6009,4.76
-91.8481175,40.37829355,DKC63-33RIB,37.3261,5.6017,4.76
-91.8481178,40.37827445,DKC63-33RIB,37.3481,5.5984,4.75
-91.8481179,40.37825535,DKC63-33RIB,37.3561,5.5972,4.75
-91.8481182,40.37823645,DKC63-33RIB,37.3941,5.5915,4.74
-91.8481185,40.37821745,DKC63-33RIB,37.3801,5.5936,4.74
-91.8481191,40.37819835,DKC63-33RIB,37.3631,5.5961,4.73
-91.8481193,40.37817935,DKC63-33RIB,37.3781,5.5939,4.73
-91.8481194,40.37816025,DKC63-33RIB,37.3381,5.5999,4.74
-91.84812,40.37814125,DKC63-33RIB,37.3381,5.5999,4.74
-91.8481199,40.37812225,DKC63-33RIB,37.3191,5.6027,4.75
-91.8481202,40.37810315,DKC63-33RIB,37.3491,5.5982,4.74
-91.8481204,40.37808405,DKC63-33RIB,37.3121,5.6038,4.75
-91.8481207,40.37806495,DKC63-33RIB,37.2971,5.606,4.76
-91.8481211,40.37804585,DKC63-33RIB,37.2841,5.608,4.76
-91.8481216,40.37802675,DKC63-33RIB,37.2891,5.6072,4.76
-91.8481217,40.37800765,DKC63-33RIB,37.2671,5.6105,4.75
-91.8481219,40.37798845,DKC63-33RIB,37.2431,5.6142,4.76
